Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
31,1,49877.0,1,40.3,2,1,4,7,1,5.0,1,0,0
41,0,57266.0,2,31.2,2,1,14,5,1,1.0,1,0,0
43,1,84589.0,1,75.8,4,3,3,3,0,1.0,0,1,0
35,1,65971.0,2,69.7,1,2,6,3,0,1.0,1,1,0
44,1,86136.0,0,59.1,1,1,0,1,1,3.0,1,0,0
53,1,84575.0,2,59.6,1,1,3,19,0,5.0,1,0,1
31,1,113526.0,2,27.6,2,2,7,10,1,1.0,0,0,0
58,1,52776.0,1,50.6,1,1,0,3,1,3.0,1,0,0
52,0,121182.0,1,43.2,3,2,0,9,1,4.0,1,0,0
68,0,59724.0,2,31.5,1,1,7,19,1,2.0,1,0,0
43,2,92207.0,2,17.7,2,1,3,14,1,1.0,1,0,0
67,0,104618.0,1,47.0,3,1,3,4,1,1.0,0,0,0
43,0,46239.0,2,78.6,1,2,7,13,1,5.0,1,0,1
26,1,148581.0,1,13.9,1,1,3,8,1,3.0,0,0,0
52,0,103464.0,1,49.5,2,0,5,7,1,2.0,1,0,0
41,0,106164.0,2,43.0,1,1,5,14,1,4.0,0,0,0
50,0,109002.0,1,21.4,1,0,7,7,1,4.0,0,0,0
35,1,60881.0,1,29.4,3,0,7,2,1,3.0,1,0,1
60,0,60127.0,1,69.3,1,2,2,3,0,1.0,1,1,0
38,0,75908.0,1,61.9,2,2,3,6,1,1.0,1,0,0
61,0,30000.0,1,61.0,2,2,3,8,1,1.0,1,0,0
43,0,37525.0,1,73.2,4,1,6,2,1,4.0,1,0,0
38,0,60287.0,1,53.2,3,2,7,1,1,2.0,0,0,0
62,0,76342.0,1,65.8,3,1,5,4,1,1.0,0,0,0
69,0,46111.0,1,23.6,2,2,6,1,0,4.0,0,1,0
30,0,110636.0,1,43.9,2,3,2,5,1,4.0,0,0,0
44,1,69144.0,1,73.7,4,2,5,6,1,3.0,0,0,0
51,1,153682.0,2,5.0,2,2,4,12,0,5.0,1,0,1
39,0,101047.0,0,53.5,1,1,1,3,1,3.0,1,0,0
56,1,52502.0,2,67.4,3,1,9,11,1,1.0,1,0,0
39,0,74109.0,2,5.0,1,1,5,9,0,3.0,1,0,1
50,0,30000.0,2,26.7,2,1,8,8,0,5.0,1,1,0
61,0,117702.0,1,11.9,1,1,3,5,1,2.0,1,0,0
41,1,83601.0,2,21.4,2,1,6,8,1,5.0,1,0,0
42,0,129767.0,1,75.8,2,1,3,2,1,5.0,1,0,1
64,0,143145.0,2,44.0,2,1,7,13,1,3.0,1,0,0
52,1,78722.0,1,54.4,1,2,7,3,1,3.0,0,0,0
63,0,65108.0,1,38.7,1,1,1,2,1,2.0,1,0,0
50,1,101361.0,2,57.5,2,2,5,11,1,2.0,1,0,0
65,1,114827.0,1,37.7,4,1,3,9,1,2.0,0,0,0
66,1,87249.0,2,52.2,3,1,10,18,0,5.0,0,0,1
65,0,114079.0,1,14.9,2,2,5,1,1,4.0,0,0,0
52,0,53181.0,2,39.5,1,2,12,6,0,3.0,1,0,0
27,1,105052.0,1,5.0,1,0,0,4,1,5.0,1,0,1
40,0,121697.0,1,59.0,2,3,3,7,1,3.0,0,0,0
31,1,30000.0,1,10.3,1,1,5,3,1,4.0,1,0,0
29,0,34217.0,1,55.6,2,3,7,5,0,2.0,1,0,0
69,1,40474.0,1,38.3,1,3,4,1,1,1.0,1,0,0
29,1,127732.0,1,51.0,1,0,0,3,1,3.0,1,0,0
68,0,97172.0,1,20.9,2,1,4,7,1,4.0,1,0,0
55,0,67229.0,1,53.8,2,3,4,7,1,4.0,0,0,0
40,1,57236.0,1,83.4,2,2,1,3,1,5.0,1,0,1
25,0,139937.0,0,19.8,3,2,0,2,1,2.0,1,0,1
56,1,64008.0,1,36.6,2,2,4,5,1,4.0,0,0,0
56,0,78102.0,0,44.8,1,3,0,2,1,3.0,1,0,0
51,1,94473.0,2,98.3,1,1,10,10,0,4.0,1,2,0
43,0,104988.0,1,33.4,3,2,3,3,0,4.0,1,0,0
31,0,127291.0,2,82.4,1,1,10,10,1,1.0,0,0,0
35,1,103847.0,1,18.8,2,2,3,7,1,1.0,1,0,0
43,0,90756.0,2,50.6,3,1,12,14,1,5.0,0,0,0
49,0,45068.0,0,44.4,3,1,0,3,1,3.0,0,0,0
64,0,106563.0,2,21.1,1,0,14,12,0,3.0,1,0,1
38,0,81143.0,2,35.3,2,3,6,15,1,2.0,0,0,0
63,0,90750.0,2,21.8,3,2,2,13,0,1.0,0,1,0
33,1,52391.0,2,44.6,2,1,5,15,0,3.0,0,0,0
63,1,84701.0,2,5.0,3,2,10,19,1,3.0,1,0,0
69,1,30000.0,1,49.5,2,2,0,1,1,5.0,0,0,0
41,0,68784.0,2,36.7,1,2,2,10,1,4.0,0,0,0
25,2,111698.0,2,69.1,2,1,10,7,1,5.0,1,0,1
50,0,125641.0,2,73.2,3,3,12,10,0,2.0,1,0,0
38,1,54150.0,1,43.1,2,2,3,7,1,1.0,1,0,0
65,0,64077.0,2,17.0,2,2,13,8,1,1.0,1,0,0
69,1,121363.0,1,75.9,1,2,4,9,1,2.0,0,0,0
42,0,94976.0,2,5.0,2,2,14,9,0,1.0,0,0,0
37,1,44697.0,1,69.9,3,0,2,5,1,1.0,1,0,0
47,1,112624.0,2,63.8,2,0,9,16,0,1.0,1,0,0
37,0,96570.0,0,40.6,1,1,2,3,1,4.0,1,0,1
47,1,122699.0,0,35.3,2,0,2,1,1,4.0,1,0,0
36,0,116621.0,2,5.0,2,2,11,13,0,4.0,1,0,1
65,0,111397.0,1,61.4,1,2,1,8,1,1.0,0,0,0
64,0,84768.0,1,5.0,2,0,3,8,1,1.0,1,0,0
53,0,174000.0,1,42.5,1,0,6,1,1,3.0,0,0,0
28,1,112185.0,1,5.0,2,0,0,2,1,5.0,1,0,0
46,1,76623.0,2,5.0,1,3,7,10,0,3.0,1,0,0
29,1,96256.0,2,22.9,3,0,14,18,1,2.0,0,0,0
57,0,75828.0,0,42.5,1,0,1,1,1,1.0,1,0,1
32,1,54587.0,2,75.7,2,1,7,3,0,5.0,1,0,0
45,1,92645.0,1,43.7,1,1,5,1,1,5.0,1,0,1
61,1,128414.0,2,20.4,2,1,10,15,0,2.0,1,0,1
47,1,69923.0,2,50.7,1,2,7,5,0,1.0,0,1,0
69,0,76082.0,0,50.5,2,2,2,0,0,3.0,1,1,0
65,0,84906.0,1,60.7,3,2,5,4,1,1.0,0,0,0
57,1,98421.0,0,31.2,2,1,1,0,1,3.0,1,0,0
47,0,62342.0,1,48.4,2,2,6,8,0,1.0,1,1,0
46,1,108480.0,2,45.6,3,1,4,15,0,4.0,0,0,0
49,1,51836.0,2,34.4,1,1,9,9,1,3.0,0,0,0
42,0,127366.0,2,38.6,2,2,9,6,0,3.0,0,0,0
48,0,125341.0,2,17.6,1,2,5,13,0,5.0,0,0,0
29,1,99234.0,1,70.6,1,1,1,8,1,5.0,1,0,1
48,0,76014.0,2,24.8,2,0,14,17,0,1.0,0,0,0
51,0,129919.0,1,5.0,2,3,6,2,0,3.0,0,0,0
66,0,93425.0,1,5.0,2,2,2,8,1,1.0,1,0,0
67,0,93427.0,0,75.7,3,2,2,2,1,5.0,0,0,0
66,1,125358.0,2,31.3,3,1,12,6,0,4.0,1,1,1
47,0,52078.0,1,11.6,2,2,5,6,1,4.0,1,0,0
33,0,154871.0,2,5.0,1,1,12,17,1,1.0,1,0,0
63,0,97779.0,1,17.8,1,1,3,7,0,2.0,1,0,0
39,1,110540.0,1,5.0,1,1,2,9,1,1.0,1,0,0
45,1,50332.0,2,46.3,1,0,10,3,0,2.0,1,0,0
51,0,77941.0,1,49.3,3,2,1,6,0,1.0,1,2,0
29,1,117276.0,2,24.0,2,2,5,10,1,3.0,1,0,0
65,1,59414.0,0,25.7,2,2,2,2,0,4.0,0,1,0
34,0,119449.0,2,91.7,1,3,8,15,0,4.0,1,1,0
60,1,160836.0,2,5.0,2,0,7,18,1,5.0,0,0,0
51,0,76678.0,2,43.2,2,3,5,8,1,1.0,1,0,0
38,0,174000.0,1,54.0,1,2,4,8,0,2.0,1,2,0
48,1,30000.0,2,69.6,1,1,9,13,0,5.0,1,0,1
53,1,33779.0,2,37.4,2,1,2,18,0,2.0,1,0,0
30,0,93957.0,2,84.0,2,1,11,12,1,1.0,1,0,0
63,1,73619.0,1,52.2,3,2,6,3,1,4.0,1,0,1
36,0,81478.0,1,27.9,1,2,6,7,1,2.0,0,0,0
52,1,78845.0,2,24.0,3,1,12,17,0,4.0,1,0,0
59,1,120306.0,0,50.5,1,2,2,1,1,2.0,1,0,0
59,0,98861.0,1,73.9,2,0,6,9,0,4.0,1,1,0
30,1,159843.0,1,66.6,2,2,4,4,0,4.0,1,1,1
68,1,99546.0,2,65.7,2,2,8,11,0,5.0,0,1,0
36,1,94781.0,1,50.5,1,1,1,7,0,3.0,1,1,0
25,0,90047.0,1,33.7,2,2,4,2,1,4.0,0,0,0
63,0,137153.0,2,32.7,1,2,6,9,0,3.0,1,1,0
37,0,72715.0,2,5.0,1,1,9,11,1,3.0,1,0,1
47,1,95593.0,2,33.9,3,0,7,4,0,4.0,1,1,1
34,1,94951.0,1,39.9,3,2,5,4,1,5.0,0,0,0
57,1,95000.0,1,67.9,1,2,2,9,1,4.0,0,0,0
35,1,30000.0,0,95.1,1,2,0,3,1,3.0,0,0,0
32,1,108501.0,0,12.3,2,0,2,0,1,1.0,1,0,0
52,0,81041.0,2,19.8,1,2,3,4,0,2.0,1,0,0
64,0,87916.0,2,75.5,4,1,7,10,1,2.0,1,0,0
49,1,134628.0,2,28.0,2,3,8,15,0,2.0,1,0,0
32,1,115396.0,1,81.1,2,0,1,7,1,5.0,0,0,0
46,0,92046.0,1,15.9,2,2,7,7,0,4.0,0,0,0
68,0,66929.0,0,5.0,2,1,2,2,1,4.0,0,0,1
49,2,78015.0,2,31.3,2,2,9,9,0,4.0,0,1,0
39,0,83229.0,2,44.4,2,2,9,17,0,3.0,1,0,1
30,1,60562.0,0,43.8,1,0,1,1,1,4.0,1,0,1
63,1,108245.0,1,5.0,1,0,0,9,1,1.0,0,0,0
64,0,43266.0,2,48.9,2,2,7,6,1,5.0,1,0,0
35,0,123950.0,2,50.2,2,1,4,11,0,5.0,1,1,1
37,0,72676.0,0,55.7,3,1,1,2,1,5.0,0,0,0
64,0,42223.0,0,39.1,1,1,1,0,1,1.0,0,0,0
41,1,109097.0,0,58.9,2,2,0,1,1,3.0,1,0,0
46,1,75534.0,1,64.8,2,2,4,1,1,5.0,0,0,0
48,1,130875.0,1,74.8,1,0,7,4,1,3.0,0,0,0
55,2,48671.0,2,29.8,3,1,14,18,1,1.0,1,0,0
29,0,146301.0,1,51.4,3,1,7,2,1,2.0,0,0,0
59,1,145682.0,0,14.0,3,0,1,2,1,4.0,0,0,0
25,0,64637.0,2,32.5,2,1,10,10,1,1.0,1,0,0
61,0,84049.0,2,61.9,1,2,13,17,1,1.0,1,0,0
28,1,90920.0,2,68.4,2,3,8,13,0,3.0,1,1,0
32,1,55465.0,1,62.3,3,2,3,2,1,1.0,1,0,0
40,1,87910.0,2,24.0,3,0,6,14,0,5.0,0,0,0
65,0,50834.0,1,83.8,2,2,7,6,1,4.0,1,0,0
43,1,59895.0,1,73.4,2,2,5,9,1,5.0,1,0,1
39,0,59059.0,2,5.8,1,1,10,12,0,4.0,0,0,0
41,1,69073.0,2,41.2,3,1,4,3,1,2.0,0,0,0
30,0,95470.0,2,32.6,2,1,4,11,0,1.0,0,0,0
44,2,91053.0,2,28.3,2,1,7,5,1,1.0,0,0,0
55,1,61133.0,2,70.5,2,2,9,4,1,4.0,1,0,0
37,1,59495.0,2,5.5,1,0,14,7,1,4.0,0,0,0
59,1,93383.0,1,85.5,2,2,2,7,1,1.0,0,0,0
51,1,67794.0,0,66.8,2,2,1,2,1,3.0,0,0,0
44,0,114645.0,1,38.6,1,2,1,9,1,2.0,0,0,0
32,0,41139.0,2,76.2,1,2,5,14,1,1.0,1,0,0
30,0,34876.0,1,50.2,2,2,5,2,1,4.0,1,0,0
41,1,98614.0,1,52.3,2,1,7,4,0,1.0,1,1,0
57,0,78516.0,1,69.8,1,2,1,7,1,4.0,0,0,0
56,1,70523.0,1,52.6,4,1,4,7,1,4.0,1,0,0
55,1,85330.0,1,67.3,1,1,6,6,0,3.0,0,1,0
48,1,42147.0,1,29.7,2,0,3,6,1,3.0,1,0,0
38,1,80658.0,2,38.8,1,2,7,5,1,5.0,1,0,1
66,0,61010.0,0,5.0,2,2,2,1,1,4.0,1,0,1
67,1,64638.0,1,5.0,2,0,6,2,1,3.0,1,0,0
37,0,121836.0,0,66.4,1,0,2,1,1,3.0,1,0,0
57,0,104150.0,2,50.2,3,2,6,11,1,2.0,0,0,0
55,0,83735.0,2,13.4,1,2,3,4,1,4.0,1,0,0
51,0,115811.0,1,37.25,1,2,2,9,0,2.0,0,1,0
36,1,95766.0,1,13.8,1,2,7,2,1,1.0,1,0,0
48,2,30000.0,2,52.6,1,2,11,14,1,1.0,1,0,0
31,1,77190.0,2,44.8,2,2,10,8,0,5.0,1,0,0
60,2,30000.0,2,21.0,1,1,4,8,0,4.0,1,0,0
64,1,125664.0,1,58.5,3,0,5,1,0,1.0,0,1,0
35,1,73154.0,0,45.2,2,1,1,1,1,1.0,1,0,0
59,0,61828.0,2,70.3,1,2,11,18,1,5.0,1,0,1
65,0,105117.0,1,32.3,1,2,7,5,1,1.0,0,0,0
30,1,79803.0,0,47.4,1,0,2,1,1,4.0,1,0,0
41,0,100756.0,2,64.8,2,2,14,17,0,3.0,1,0,0
54,1,31545.0,1,30.6,2,0,3,4,1,2.0,1,0,0
54,0,84287.0,2,22.7,2,2,2,14,0,5.0,1,0,0
25,1,79943.0,2,9.4,2,0,5,16,1,1.0,0,0,0
54,1,109570.0,2,21.8,2,1,13,16,0,2.0,0,0,0
47,1,41558.0,2,26.3,2,1,12,11,1,4.0,1,0,1
52,1,68323.0,1,31.2,1,1,5,4,0,3.0,0,0,0
63,1,131397.0,2,52.7,1,1,12,12,0,2.0,1,0,0
67,0,45572.0,0,62.4,2,3,1,1,1,3.0,1,0,1
59,1,41293.0,1,11.1,4,2,4,1,1,1.0,1,0,0
25,0,111904.0,1,89.1,2,1,1,1,1,4.0,1,0,0
36,1,146688.0,1,42.4,1,1,2,4,1,5.0,1,0,1
43,1,53181.0,1,7.0,2,3,7,6,0,3.0,1,0,0
28,1,80560.0,1,60.9,2,1,7,9,1,3.0,0,0,0
48,0,70729.0,2,38.1,1,2,13,5,0,5.0,1,0,0
32,0,84287.0,1,39.3,2,1,0,9,1,5.0,0,0,0
62,1,91295.0,2,32.2,3,1,5,16,1,5.0,1,0,0
54,1,99930.0,0,43.1,1,0,1,3,1,3.0,1,0,1
58,0,74634.0,2,51.4,4,3,10,5,0,2.0,0,0,0
44,0,48584.0,2,25.4,1,1,7,4,1,3.0,1,0,0
55,1,32427.0,2,55.2,2,0,8,11,0,2.0,0,1,0
67,1,53521.0,2,14.0,3,1,14,8,0,5.0,1,0,0
33,1,116054.0,1,39.0,2,3,2,5,1,3.0,1,0,0
55,1,30000.0,2,48.7,2,1,6,13,0,2.0,0,1,0
28,0,148167.0,2,67.8,1,1,14,15,1,2.0,0,0,0
45,1,90520.0,2,36.4,2,1,2,12,1,4.0,1,0,0
65,1,149854.0,1,73.5,1,1,7,2,1,5.0,1,0,1
26,0,81929.0,1,54.0,1,1,1,2,1,3.0,0,0,0
34,1,40203.0,0,106.0,1,2,2,3,1,3.0,0,0,0
25,0,113026.0,2,18.3,1,1,12,15,0,3.0,1,0,0
28,0,70404.0,2,89.7,2,1,6,7,0,3.0,1,1,0
33,0,62546.0,0,40.6,1,0,1,3,1,4.0,1,0,0
41,1,35007.0,1,34.1,3,0,0,9,1,1.0,0,0,0
50,0,95898.0,1,18.6,3,3,0,5,1,4.0,0,0,0
50,1,104379.0,0,12.9,1,1,2,3,1,2.0,0,0,0
59,1,92797.0,2,22.3,2,3,12,10,1,5.0,1,0,1
26,1,93430.0,2,84.4,1,3,5,13,0,2.0,0,0,0
48,0,147870.0,1,47.6,1,1,2,8,1,3.0,0,0,0
66,0,98683.0,1,14.5,1,1,1,3,1,4.0,1,0,1
67,1,75528.0,1,71.5,1,2,3,3,1,3.0,1,0,0
33,1,47645.0,0,59.3,1,3,2,3,0,3.0,1,1,0
55,1,78822.0,0,87.9,2,1,2,3,0,2.0,1,2,0
35,0,73130.0,2,81.2,3,0,3,6,1,3.0,0,0,0
54,1,137845.0,1,74.9,2,1,0,6,1,1.0,1,0,0
56,0,132490.0,0,30.3,2,1,0,0,1,1.0,1,0,1
39,0,66635.0,1,46.0,1,1,1,4,1,3.0,1,0,0
69,0,79668.0,0,43.0,1,1,0,1,1,2.0,1,0,0
54,1,89502.0,2,57.4,2,1,5,18,1,4.0,0,0,0
40,1,132255.0,2,23.1,2,1,9,14,0,2.0,0,0,0
25,1,87739.0,2,5.0,1,0,14,9,1,5.0,1,0,1
27,1,35903.0,2,68.7,4,3,7,11,1,3.0,0,0,0
53,0,148252.0,2,62.5,1,3,11,6,0,3.0,1,1,0
45,0,131280.0,2,60.4,2,2,11,17,0,4.0,0,0,0
46,0,91542.0,2,67.5,3,1,14,8,0,2.0,1,0,0
48,1,118225.0,2,47.6,1,2,5,12,0,2.0,1,0,0
69,0,59110.0,2,40.1,2,2,9,3,0,2.0,0,0,0
30,1,156000.0,2,14.6,1,2,9,4,0,4.0,1,1,1
39,0,107845.0,2,20.2,2,1,10,19,0,5.0,0,0,0
28,0,33413.0,2,36.4,3,2,5,10,0,3.0,0,0,0
43,1,168270.0,2,37.3,1,1,11,9,1,5.0,1,0,1
50,0,106653.0,2,17.7,1,1,6,18,0,3.0,0,0,0
48,1,35785.0,2,48.5,1,0,14,14,1,1.0,0,0,0
26,1,84758.0,1,17.6,1,1,4,9,1,5.0,1,0,0
31,0,72963.0,0,46.7,1,2,2,0,1,2.0,0,0,0
30,1,66694.0,0,50.0,2,1,2,2,0,2.0,0,2,0
38,1,136259.0,2,21.3,1,2,13,17,0,4.0,0,0,0
27,1,94091.0,2,60.8,1,3,2,4,0,1.0,1,1,0
50,0,102935.0,1,55.6,1,0,5,8,1,5.0,0,0,0
50,1,80465.0,1,31.4,1,2,2,1,0,1.0,1,1,0
65,0,57912.0,2,46.4,2,1,3,13,0,2.0,0,1,0
25,1,94258.0,2,22.1,1,2,7,19,0,3.0,1,0,1
52,1,89125.0,1,11.2,1,2,2,6,1,4.0,1,0,1
43,0,46726.0,0,5.0,4,3,0,2,1,4.0,1,0,0
39,0,85760.0,2,35.5,1,1,7,8,0,5.0,0,0,0
37,0,77473.0,2,43.8,2,2,10,15,0,4.0,0,1,0
68,0,84832.0,2,37.9,3,0,9,11,1,1.0,0,0,0
60,1,90481.0,1,61.9,3,1,3,6,1,5.0,0,0,0
36,0,174000.0,1,36.1,3,2,6,9,0,2.0,1,0,1
36,0,98174.0,1,32.0,2,2,3,1,0,3.0,1,2,0
68,0,52077.0,2,56.9,1,1,3,18,0,1.0,1,0,0
48,0,84287.0,1,50.9,2,1,0,2,1,3.0,1,0,0
28,1,94814.0,1,28.5,1,0,4,7,1,3.0,1,0,0
69,0,95987.0,1,5.0,1,1,3,7,1,2.0,0,0,0
36,1,62786.0,2,69.3,1,2,10,9,0,3.0,0,1,0
28,0,30000.0,1,82.0,3,3,0,5,1,5.0,1,0,0
62,1,30000.0,2,24.7,3,1,13,19,0,2.0,1,0,0
45,0,40123.0,2,87.1,2,2,9,11,1,2.0,0,0,0
42,1,59741.0,0,66.1,1,2,1,0,1,5.0,1,0,0
58,1,106424.0,2,5.0,2,1,5,5,0,2.0,0,1,0
45,0,87936.0,2,7.1,3,1,8,16,1,4.0,1,0,0
42,0,93038.0,1,23.6,2,2,0,5,1,5.0,1,0,1
51,1,94414.0,2,52.2,1,1,9,8,0,4.0,1,1,0
47,0,98561.0,2,88.0,1,1,14,18,1,3.0,0,0,0
64,0,42937.0,2,34.8,1,3,3,11,0,3.0,1,0,0
65,1,84758.0,0,66.2,1,0,0,1,1,4.0,1,0,0
55,0,84758.0,1,14.9,1,0,6,8,0,3.0,1,1,0
30,1,54060.0,1,35.2,3,1,2,1,1,1.0,0,0,0
51,0,84287.0,1,24.1,2,1,0,3,1,3.0,0,0,0
69,1,30000.0,1,53.5,2,1,2,4,1,2.0,0,0,0
60,0,76638.0,2,39.2,4,0,4,15,0,4.0,0,0,0
69,0,131789.0,2,31.0,3,2,11,17,0,3.0,0,0,0
30,1,30000.0,2,47.2,3,0,8,8,0,2.0,0,0,0
53,1,147602.0,2,57.3,1,1,13,17,1,4.0,1,0,1
55,0,65135.0,2,38.2,2,1,9,17,0,1.0,1,0,0
66,1,123749.0,0,56.3,1,0,2,3,1,2.0,1,0,0
61,2,71241.0,2,18.8,1,0,5,12,0,2.0,1,0,0
43,0,30000.0,2,75.3,1,2,6,12,1,5.0,1,0,0
60,1,109218.0,0,38.7,4,1,2,1,1,2.0,1,0,0
29,0,164922.0,1,63.6,4,1,3,7,1,3.0,1,0,0
45,1,124186.0,1,15.2,2,2,0,8,1,2.0,0,0,0
36,1,108302.0,2,77.0,1,2,2,18,0,3.0,1,0,1
59,1,89216.0,1,25.5,2,0,2,6,1,3.0,1,0,0
67,1,166819.0,1,38.95,1,2,7,5,1,4.0,0,0,0
40,1,115403.0,1,40.7,1,1,5,2,1,4.0,0,0,0
40,1,82180.0,2,40.0,1,3,6,17,0,5.0,1,0,0
45,1,74968.0,0,40.3,2,1,0,1,1,4.0,0,0,0
28,1,57585.0,2,50.3,2,2,9,18,0,4.0,1,0,0
58,0,138328.0,2,70.6,2,2,4,9,1,3.0,1,0,1
67,0,43618.0,1,37.0,1,1,1,3,0,5.0,1,1,1
43,1,131374.0,2,14.4,1,2,14,8,1,2.0,1,0,0
28,1,87326.0,1,51.8,2,0,2,6,1,3.0,1,0,1
40,1,56810.0,2,20.1,1,0,13,11,1,3.0,1,0,0
27,0,120261.0,2,5.0,1,0,14,4,0,4.0,1,0,1
47,1,30000.0,1,38.6,3,2,4,3,1,3.0,0,0,0
57,2,102477.0,1,43.7,3,3,1,6,1,4.0,1,0,1
54,0,65210.0,0,46.9,1,3,1,0,1,5.0,1,0,1
46,1,98135.0,0,53.0,1,3,0,3,1,4.0,1,0,1
48,1,95035.0,2,5.0,1,1,3,8,1,3.0,0,0,0
32,1,95707.0,2,5.0,1,3,5,8,0,4.0,1,1,0
26,1,140397.0,1,78.8,4,1,0,1,1,2.0,1,0,1
39,0,39148.0,1,55.9,3,0,5,2,0,4.0,0,1,0
29,1,95603.0,2,63.1,1,2,6,9,0,2.0,1,0,0
67,1,96286.0,1,64.4,1,2,1,3,1,2.0,1,0,0
67,1,89418.0,1,41.3,2,2,4,3,1,5.0,0,0,0
26,1,46517.0,1,30.1,2,0,2,6,0,4.0,1,1,0
66,0,82383.0,1,54.0,2,1,2,7,1,5.0,1,0,1
42,2,79795.0,1,85.2,2,1,6,5,1,2.0,1,0,0
35,0,114353.0,2,25.5,2,2,11,16,1,5.0,0,0,0
49,1,93930.0,2,73.7,1,0,12,18,1,1.0,1,0,0
38,0,64225.0,1,34.1,3,0,0,2,1,1.0,1,0,0
34,1,52505.0,1,39.7,3,1,4,2,1,3.0,0,0,0
50,1,68640.0,1,11.6,4,2,7,3,1,5.0,1,0,1
47,0,64666.0,2,16.8,3,1,7,7,0,2.0,0,1,0
50,2,65461.0,2,40.0,1,1,12,9,0,5.0,0,0,0
57,0,30000.0,2,61.6,2,0,2,13,0,5.0,1,1,0
45,0,73275.0,1,46.0,4,1,7,7,1,5.0,1,0,1
57,0,93820.0,2,18.3,2,1,3,11,1,5.0,1,0,1
49,0,65351.0,2,37.0,3,3,7,6,1,2.0,0,0,0
55,1,30000.0,2,9.7,3,2,14,18,0,5.0,1,0,0
59,1,56355.0,1,38.2,1,2,7,1,1,5.0,1,0,1
67,0,74914.0,2,69.3,1,2,3,12,0,2.0,1,1,0
40,0,79956.0,1,45.6,1,1,7,1,1,5.0,0,0,0
30,1,84917.0,2,38.9,2,1,10,9,1,4.0,0,0,1
26,0,89980.0,2,44.1,2,3,3,6,0,3.0,1,0,1
56,0,120720.0,1,16.6,1,1,7,6,1,4.0,1,0,1
26,0,94289.0,0,77.2,2,3,0,3,1,4.0,1,0,0
65,1,80401.0,0,57.2,2,1,2,2,1,4.0,0,0,0
63,0,30000.0,2,50.0,1,1,12,13,1,4.0,0,0,0
31,0,84287.0,1,33.0,2,3,1,6,1,4.0,1,0,0
68,0,89753.0,1,20.4,2,2,2,3,1,5.0,1,0,1
26,0,89269.0,1,42.6,2,3,1,2,1,2.0,0,0,0
36,0,114048.0,2,46.4,2,1,4,7,1,4.0,0,0,0
67,0,86187.0,2,7.7,2,1,6,16,1,2.0,1,0,0
61,1,64673.0,1,17.2,4,3,6,6,1,1.0,0,0,0
46,0,44357.0,1,37.3,2,0,3,8,1,3.0,1,0,0
47,0,118939.0,2,21.3,1,1,11,19,1,4.0,0,0,0
59,1,122280.0,1,50.3,4,1,2,8,0,4.0,0,1,0
56,1,115473.0,0,34.4,2,2,0,0,1,1.0,1,0,0
30,1,140343.0,2,8.5,1,0,2,18,1,5.0,0,0,1
51,1,76089.0,2,38.4,2,1,3,5,0,5.0,1,0,1
49,1,75196.0,2,69.5,3,2,14,8,0,1.0,0,0,0
25,0,136508.0,0,15.5,2,2,1,3,1,2.0,0,0,0
31,0,31003.0,1,5.0,2,2,1,9,0,1.0,0,0,0
34,1,123274.0,1,64.4,3,2,6,3,0,2.0,1,0,0
28,0,46468.0,2,38.8,3,3,3,4,1,1.0,1,0,0
42,1,30000.0,2,7.8,2,3,9,19,1,4.0,1,0,0
32,0,43018.0,2,5.0,4,1,7,18,1,4.0,0,0,0
38,0,52223.0,2,60.5,1,3,11,13,0,2.0,1,0,0
36,0,94582.0,2,28.0,2,1,14,5,0,4.0,1,1,0
39,1,151186.0,2,27.8,1,2,3,3,1,2.0,1,0,0
68,0,79744.0,2,62.5,1,1,8,4,1,1.0,0,0,0
43,2,88402.0,1,30.7,2,2,7,6,1,1.0,1,0,0
39,1,130289.0,0,9.3,2,1,1,2,1,2.0,0,0,0
56,0,67665.0,2,30.7,3,3,9,18,0,5.0,1,0,1
37,1,30000.0,2,35.3,4,1,9,11,0,2.0,1,0,0
36,1,58629.0,2,38.0,2,1,12,12,0,2.0,1,0,0
66,1,77589.0,2,13.7,3,1,4,5,0,5.0,1,1,0
69,1,37486.0,2,27.4,1,2,9,13,0,2.0,0,1,0
40,0,53806.0,1,81.5,3,2,1,6,1,1.0,1,0,0
62,0,76549.0,1,31.2,2,0,2,6,1,1.0,1,0,0
67,0,101016.0,2,51.3,2,1,11,10,0,3.0,0,1,0
31,0,90621.0,2,57.0,2,0,3,3,1,1.0,1,0,0
64,0,40225.0,2,36.2,2,1,11,18,0,5.0,0,0,1
42,0,71608.0,1,34.1,3,2,3,3,1,3.0,0,0,0
35,0,78447.0,1,27.4,1,2,0,1,1,2.0,0,0,0
29,0,65753.0,1,57.7,2,2,1,8,1,4.0,0,0,0
28,1,154110.0,0,32.1,1,1,1,0,1,3.0,0,0,0
65,1,65275.0,2,91.2,2,3,3,6,0,2.0,1,1,0
40,1,89221.0,2,72.6,1,2,8,3,0,3.0,1,1,0
53,1,123987.0,2,12.6,4,0,9,13,0,3.0,1,0,0
43,1,76411.0,1,85.1,1,2,7,7,1,2.0,1,0,0
32,0,129056.0,0,50.6,4,1,2,0,1,3.0,1,0,1
