Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
49,Male,111041.0,Suburban,36.6,3,Sedan,6,6,No,4.0,No,Medium,No
34,Female,113631.0,Rural,105.9,2,Hatchback,1,3,Yes,3.0,Yes,Low,Yes
40,Female,46209.0,Suburban,58.9,2,SUV,2,1,Yes,5.0,Yes,Low,No
53,Male,113826.0,Suburban,106.0,1,Sedan,5,1,No,3.0,Yes,Medium,Yes
57,Male,148415.0,Suburban,61.8,3,Hatchback,1,6,Yes,3.0,Yes,Low,No
65,Female,63383.0,Urban,51.8,2,SUV,8,16,Yes,4.0,Yes,Low,No
30,Male,94516.0,Urban,64.9,2,SUV,9,19,No,1.0,Yes,Low,No
43,Female,106014.0,Suburban,48.2,2,SUV,7,9,Yes,5.0,Yes,Low,Yes
68,Female,102325.0,Urban,72.7,1,SUV,14,3,No,5.0,No,Low,No
32,Female,93265.0,Urban,27.6,4,Hatchback,2,11,No,2.0,No,Low,No
69,Female,94782.0,Urban,56.2,1,SUV,14,12,No,1.0,No,Low,No
59,Female,111797.0,Rural,65.6,3,SUV,2,1,Yes,4.0,Yes,Low,Yes
36,Female,51951.0,Urban,13.2,2,Truck,7,14,No,1.0,Yes,Low,Yes
43,Male,119931.0,Rural,39.1,3,SUV,0,3,Yes,5.0,Yes,Low,No
29,Male,81488.0,Urban,5.0,3,Hatchback,11,4,Yes,5.0,Yes,Low,No
62,Male,114908.0,Suburban,41.2,3,SUV,1,3,Yes,3.0,Yes,Low,No
61,Female,58855.0,Suburban,32.7,3,Hatchback,3,5,Yes,5.0,No,Low,No
34,Male,110821.0,Urban,34.4,3,Sedan,14,8,No,3.0,Yes,Low,No
39,Male,138414.0,Urban,10.5,2,Truck,5,8,Yes,1.0,Yes,Low,No
36,Male,62090.0,Suburban,32.8,1,SUV,1,2,No,2.0,No,Medium,No
54,Female,150223.0,Urban,54.2,1,Sedan,11,7,Yes,1.0,Yes,Low,No
26,Female,174000.0,Suburban,26.3,2,Sedan,1,8,No,1.0,Yes,Low,Yes
50,Female,61039.0,Suburban,93.1,2,Truck,6,9,No,2.0,No,High,No
49,Male,82193.0,Suburban,75.2,2,SUV,7,8,Yes,1.0,No,Low,No
68,Female,51288.0,Urban,25.7,2,Truck,5,15,Yes,1.0,Yes,Low,No
45,Female,94858.0,Urban,65.9,1,SUV,5,7,Yes,2.0,No,Low,No
69,Male,43311.0,Urban,52.0,3,SUV,6,5,No,4.0,No,Medium,No
33,Male,160474.0,Urban,7.8,1,Hatchback,9,19,No,3.0,Yes,Low,No
59,Male,62671.0,Suburban,19.7,1,SUV,6,5,Yes,4.0,Yes,Low,No
44,Male,42845.0,Suburban,89.0,2,Sedan,6,4,Yes,4.0,Yes,Low,No
59,Male,113911.0,Suburban,52.6,1,Sedan,7,7,Yes,3.0,No,Low,No
60,Male,109397.0,Urban,12.8,4,Sedan,8,6,No,5.0,Yes,Low,No
25,Female,95638.0,Urban,59.6,1,Sedan,10,7,No,2.0,No,Low,No
69,Male,57549.0,Urban,75.5,1,SUV,9,17,No,3.0,No,Low,No
62,Female,115951.0,Suburban,5.0,1,Sedan,6,7,Yes,1.0,Yes,Low,No
62,Female,132932.0,Rural,27.4,3,Truck,2,1,Yes,4.0,Yes,Low,No
31,Male,119275.0,Urban,88.9,1,SUV,13,15,Yes,3.0,Yes,Low,No
63,Female,112674.0,Suburban,13.5,1,Hatchback,7,9,Yes,5.0,No,Low,No
52,Male,158829.0,Rural,62.8,2,SUV,2,3,Yes,2.0,Yes,Low,No
53,Male,76948.0,Urban,28.5,1,Sedan,13,13,No,1.0,Yes,Low,No
55,Male,94741.0,Suburban,5.0,1,SUV,1,6,Yes,1.0,Yes,Low,No
62,Male,83636.0,Rural,30.8,1,SUV,2,2,Yes,1.0,Yes,Low,No
68,Male,90558.0,Urban,38.0,1,Hatchback,8,5,Yes,1.0,Yes,Low,No
60,Male,61411.0,Urban,23.7,2,SUV,6,18,No,1.0,No,Low,No
54,Female,90673.0,Urban,36.7,2,Hatchback,12,12,No,3.0,No,Low,No
31,Female,30000.0,Suburban,39.5,2,Sedan,2,9,Yes,1.0,No,Low,No
44,Male,30000.0,Suburban,51.1,1,Sedan,3,9,Yes,3.0,No,Medium,No
57,Female,110413.0,Urban,26.6,3,Sedan,4,7,No,3.0,Yes,Medium,Yes
53,Female,87069.0,Suburban,15.0,2,Sedan,0,5,Yes,4.0,No,Low,No
37,Male,70614.0,Suburban,19.2,2,Hatchback,1,2,No,4.0,Yes,Medium,Yes
53,Female,95652.0,Urban,60.3,2,Truck,10,3,Yes,2.0,Yes,Low,No
67,Other,64745.0,Suburban,72.0,2,SUV,7,3,Yes,1.0,No,Low,No
37,Female,51593.0,Urban,57.4,2,SUV,6,6,No,4.0,Yes,Medium,No
35,Female,44119.0,Suburban,40.4,1,Hatchback,2,2,Yes,3.0,Yes,Low,No
56,Female,72034.0,Urban,19.4,1,Sedan,2,17,No,3.0,No,Low,No
30,Male,109026.0,Urban,25.5,2,Sedan,11,6,No,1.0,Yes,Low,No
37,Male,76268.0,Rural,67.4,1,Hatchback,2,0,Yes,2.0,Yes,Low,No
35,Male,31943.0,Urban,70.9,2,Sedan,10,16,Yes,4.0,No,Low,No
42,Female,43855.0,Urban,44.0,2,Sedan,3,8,No,3.0,Yes,Medium,No
32,Female,83073.0,Urban,5.0,3,Sedan,8,15,No,2.0,No,Low,No
43,Female,112579.0,Rural,83.4,1,Sedan,1,3,Yes,2.0,No,Low,No
36,Male,53856.0,Rural,38.3,1,Sedan,0,2,No,2.0,Yes,Medium,No
62,Female,120759.0,Urban,47.8,2,Sedan,3,4,No,5.0,No,Low,No
54,Female,51862.0,Suburban,68.8,2,SUV,2,3,Yes,3.0,Yes,Low,No
43,Male,79499.0,Urban,97.5,2,Sedan,12,11,Yes,2.0,Yes,Low,No
69,Male,74135.0,Urban,5.0,2,Sedan,2,10,No,4.0,Yes,Low,Yes
42,Male,85140.0,Suburban,5.0,2,Sedan,2,4,Yes,2.0,Yes,Low,Yes
67,Male,60347.0,Suburban,79.9,1,Truck,3,4,Yes,4.0,Yes,Medium,No
59,Female,77157.0,Rural,17.3,1,SUV,1,0,Yes,3.0,No,Low,No
41,Female,48021.0,Urban,31.5,3,Sedan,9,5,No,3.0,No,Low,No
34,Female,130325.0,Suburban,30.9,3,Hatchback,3,5,Yes,2.0,No,Low,No
54,Male,73414.0,Urban,40.5,1,Truck,13,19,Yes,2.0,Yes,Low,No
62,Male,98306.0,Urban,48.4,1,Truck,3,17,No,2.0,No,Low,No
36,Male,64878.0,Suburban,77.0,1,Sedan,0,8,No,4.0,Yes,High,No
51,Male,105534.0,Urban,65.3,1,Sedan,4,17,Yes,5.0,Yes,Low,Yes
64,Male,74774.0,Suburban,26.8,1,Sedan,1,2,Yes,4.0,Yes,Low,Yes
42,Male,93903.0,Urban,43.8,2,Truck,9,16,Yes,1.0,No,Low,No
59,Female,99620.0,Urban,40.8,2,SUV,9,8,Yes,3.0,No,Low,No
49,Female,61185.0,Suburban,22.4,1,Hatchback,3,9,Yes,3.0,No,Low,No
44,Male,55752.0,Urban,16.8,1,Hatchback,7,9,No,4.0,Yes,Low,No
35,Female,68578.0,Urban,54.5,1,Hatchback,5,13,Yes,4.0,No,Low,No
50,Female,60247.0,Suburban,36.7,2,Truck,1,8,Yes,4.0,Yes,Low,Yes
46,Male,55166.0,Urban,58.8,2,Hatchback,6,11,No,1.0,Yes,Low,No
63,Female,159832.0,Rural,28.9,1,Sedan,2,1,No,3.0,Yes,Low,Yes
38,Male,74609.0,Suburban,11.1,2,SUV,4,2,Yes,5.0,Yes,Low,Yes
63,Female,63805.0,Urban,93.0,3,Hatchback,4,8,Yes,1.0,Yes,Low,No
54,Male,122965.0,Urban,41.9,1,Sedan,7,8,No,3.0,No,Medium,No
43,Male,65987.0,Urban,56.6,2,Sedan,6,11,No,5.0,Yes,Low,No
32,Female,108323.0,Suburban,70.6,2,Sedan,0,4,Yes,5.0,No,Low,No
32,Female,82997.0,Urban,13.2,1,Hatchback,8,13,Yes,1.0,Yes,Low,No
56,Male,30000.0,Urban,11.7,2,Sedan,8,10,Yes,1.0,No,Low,No
67,Male,43483.0,Rural,31.6,1,Truck,2,2,No,5.0,Yes,Medium,No
59,Male,112343.0,Urban,58.7,1,Sedan,8,9,Yes,2.0,No,Low,No
62,Male,82818.0,Urban,5.0,2,Sedan,5,8,No,3.0,Yes,Low,Yes
46,Male,77282.0,Suburban,56.4,2,Sedan,0,7,Yes,5.0,Yes,Low,Yes
42,Male,59393.0,Urban,5.0,3,SUV,14,8,No,4.0,Yes,Low,No
39,Female,84199.0,Urban,64.2,2,Sedan,14,3,Yes,3.0,No,Low,No
46,Male,132776.0,Rural,38.8,1,Hatchback,2,2,Yes,3.0,Yes,Low,Yes
64,Female,125793.0,Urban,61.1,1,SUV,6,8,Yes,5.0,Yes,Low,Yes
62,Female,76049.0,Urban,36.2,1,Hatchback,6,19,No,1.0,No,Low,No
27,Male,81609.0,Urban,34.2,2,Sedan,5,16,No,1.0,Yes,Low,No
69,Female,138881.0,Suburban,39.6,2,Sedan,5,4,Yes,3.0,Yes,Low,No
55,Female,122345.0,Suburban,34.1,1,Hatchback,5,1,Yes,4.0,Yes,Low,Yes
57,Female,132111.0,Urban,55.4,1,Sedan,6,6,No,1.0,Yes,Medium,No
46,Female,88214.0,Suburban,76.4,1,Hatchback,5,4,Yes,5.0,No,Low,No
69,Other,74507.0,Urban,69.0,1,SUV,7,13,No,4.0,Yes,Medium,No
32,Female,80291.0,Urban,11.4,1,Sedan,14,3,Yes,3.0,Yes,Low,No
63,Male,84687.0,Urban,39.4,2,Sedan,12,19,No,4.0,No,Low,No
31,Female,56061.0,Urban,66.9,2,Sedan,5,7,Yes,3.0,Yes,Low,Yes
55,Female,72168.0,Suburban,16.6,1,Sedan,0,5,No,2.0,Yes,Medium,No
62,Female,58137.0,Suburban,58.4,2,SUV,6,7,Yes,4.0,Yes,Low,No
53,Male,87504.0,Urban,63.9,2,Hatchback,7,14,No,2.0,No,Low,No
44,Other,148375.0,Suburban,24.7,1,SUV,1,4,Yes,2.0,No,Low,No
40,Female,83950.0,Urban,34.8,1,Hatchback,10,19,No,3.0,No,Low,No
63,Male,47569.0,Urban,34.5,1,Sedan,5,12,Yes,1.0,Yes,Low,No
67,Female,120939.0,Rural,18.3,4,SUV,0,0,Yes,5.0,Yes,Low,Yes
61,Female,87249.0,Suburban,61.9,3,SUV,0,4,No,1.0,Yes,Medium,No
29,Male,94468.0,Rural,60.0,2,SUV,1,2,Yes,4.0,Yes,Low,Yes
57,Female,76838.0,Rural,56.0,2,SUV,2,2,Yes,5.0,Yes,Low,No
63,Male,102751.0,Suburban,36.9,1,Sedan,0,4,Yes,1.0,Yes,Low,No
55,Female,40851.0,Urban,46.3,2,SUV,2,15,Yes,1.0,No,Low,No
51,Male,66033.0,Urban,19.6,1,Truck,2,4,No,5.0,Yes,Low,Yes
55,Male,65318.0,Urban,59.5,1,Truck,9,11,No,1.0,Yes,Low,No
48,Male,77822.0,Urban,5.3,2,SUV,11,13,No,4.0,Yes,Low,Yes
66,Male,137848.0,Urban,48.5,3,SUV,9,14,No,1.0,Yes,Low,No
46,Male,118288.0,Rural,6.8,2,Truck,2,1,Yes,3.0,Yes,Low,No
35,Male,97861.0,Rural,39.5,4,SUV,1,1,Yes,3.0,No,Low,No
61,Female,69353.0,Suburban,71.0,2,SUV,2,4,Yes,3.0,No,Low,No
44,Female,106434.0,Rural,46.6,1,Sedan,2,1,No,5.0,No,Medium,No
68,Female,102781.0,Urban,5.0,1,SUV,10,12,Yes,5.0,No,Low,No
63,Male,58354.0,Suburban,18.1,4,SUV,2,5,Yes,1.0,No,Low,No
53,Male,43068.0,Urban,64.6,2,Sedan,6,13,No,5.0,No,Low,No
28,Female,30000.0,Suburban,32.7,2,Hatchback,7,4,Yes,2.0,Yes,Low,No
28,Female,67947.0,Urban,27.7,1,SUV,10,19,Yes,2.0,Yes,Low,No
56,Female,138730.0,Suburban,56.9,1,Hatchback,7,7,Yes,3.0,Yes,Low,Yes
49,Female,30000.0,Suburban,25.2,4,SUV,4,8,Yes,3.0,No,Low,No
38,Male,31285.0,Rural,82.5,1,Sedan,2,3,Yes,2.0,Yes,Low,No
27,Female,93028.0,Urban,33.0,2,Sedan,14,17,Yes,3.0,Yes,Low,No
62,Female,95311.0,Urban,5.0,4,Truck,3,9,Yes,3.0,Yes,Low,No
32,Male,123554.0,Urban,12.7,1,Sedan,10,18,No,2.0,Yes,Low,Yes
37,Male,43688.0,Rural,68.3,2,Sedan,2,0,Yes,3.0,Yes,Low,No
46,Female,31423.0,Suburban,52.0,2,SUV,5,6,No,5.0,Yes,Low,Yes
54,Male,47429.0,Suburban,26.6,4,Truck,2,5,Yes,3.0,Yes,Low,No
40,Female,43413.0,Rural,26.2,1,Hatchback,0,0,Yes,2.0,No,Low,No
29,Female,54795.0,Urban,18.6,2,SUV,12,10,No,4.0,Yes,Medium,No
56,Male,68618.0,Urban,42.7,2,Sedan,8,17,No,4.0,Yes,Low,No
56,Male,114088.0,Suburban,81.7,1,Sedan,6,3,Yes,3.0,No,Low,No
51,Female,32870.0,Urban,71.3,2,SUV,8,13,No,3.0,Yes,Low,No
58,Male,90909.0,Suburban,67.9,3,SUV,2,4,Yes,4.0,Yes,Low,No
54,Male,120446.0,Rural,21.9,1,Sedan,1,3,Yes,2.0,No,Low,No
26,Male,92385.0,Suburban,66.8,2,Hatchback,3,2,Yes,1.0,Yes,Low,No
40,Male,132388.0,Urban,20.3,1,Hatchback,5,18,Yes,1.0,Yes,Low,No
69,Female,105330.0,Suburban,32.9,2,Hatchback,5,9,Yes,2.0,No,Low,No
26,Female,36836.0,Rural,67.9,2,Sedan,1,0,Yes,4.0,Yes,Low,No
32,Male,72214.0,Urban,52.2,1,SUV,8,18,No,5.0,No,Low,Yes
29,Male,147613.0,Rural,37.3,2,SUV,1,0,Yes,3.0,Yes,Low,No
33,Female,41388.0,Urban,53.1,1,Sedan,11,18,No,2.0,No,Low,No
30,Male,67855.0,Urban,45.0,1,Hatchback,12,6,No,1.0,Yes,Low,No
44,Male,108638.0,Urban,70.5,3,Sedan,6,19,No,3.0,Yes,Low,Yes
61,Female,121669.0,Urban,26.3,1,SUV,2,19,Yes,5.0,No,Low,Yes
63,Male,48135.0,Rural,5.0,1,Sedan,2,1,Yes,1.0,No,Low,No
34,Female,111789.0,Rural,80.4,2,Sedan,1,3,Yes,3.0,No,Low,No
68,Female,107542.0,Suburban,77.9,1,Hatchback,0,2,Yes,5.0,No,Low,No
44,Female,119980.0,Urban,25.3,1,Sedan,11,15,No,4.0,No,Low,No
64,Male,134837.0,Rural,32.6,3,Sedan,1,2,Yes,5.0,No,Low,Yes
45,Female,98639.0,Suburban,48.1,1,SUV,2,9,No,2.0,Yes,Medium,No
38,Male,114883.0,Urban,42.6,1,Sedan,13,3,Yes,3.0,Yes,Low,Yes
27,Female,50023.0,Rural,47.8,2,SUV,0,1,Yes,4.0,Yes,Low,No
45,Female,139988.0,Urban,56.0,1,SUV,12,13,No,5.0,Yes,Low,Yes
46,Male,53576.0,Urban,12.0,1,SUV,7,15,Yes,2.0,No,Low,No
49,Female,55632.0,Suburban,14.4,3,Sedan,3,6,Yes,2.0,Yes,Low,No
62,Female,37681.0,Urban,31.8,1,SUV,13,16,Yes,2.0,Yes,Low,No
59,Female,74340.0,Urban,48.9,1,Sedan,10,12,Yes,3.0,Yes,Low,No
25,Male,78946.0,Suburban,72.7,3,Sedan,5,3,No,3.0,Yes,Low,No
44,Female,77697.0,Urban,30.1,3,SUV,13,8,Yes,2.0,No,Low,No
49,Male,53457.0,Suburban,53.9,1,Sedan,5,7,No,5.0,Yes,Medium,No
49,Male,86321.0,Suburban,39.9,2,Hatchback,4,5,Yes,5.0,Yes,Low,Yes
32,Male,63354.0,Urban,9.6,1,SUV,11,6,No,1.0,Yes,Medium,No
63,Female,30741.0,Urban,31.8,2,SUV,10,18,Yes,1.0,Yes,Low,No
62,Female,92341.0,Urban,32.7,1,SUV,6,17,No,1.0,Yes,Medium,No
50,Male,60934.0,Urban,9.9,3,Hatchback,12,6,No,1.0,Yes,Low,No
42,Male,107833.0,Urban,52.4,1,SUV,12,16,Yes,5.0,Yes,Low,Yes
65,Female,30000.0,Suburban,5.0,2,SUV,7,1,Yes,2.0,No,Low,No
39,Female,114164.0,Rural,14.9,1,Sedan,2,0,Yes,5.0,No,Low,Yes
54,Female,136480.0,Urban,60.3,2,Sedan,13,7,No,2.0,No,Low,No
35,Female,104888.0,Urban,30.6,3,SUV,11,11,Yes,4.0,Yes,Low,No
48,Female,73447.0,Suburban,18.8,1,Sedan,7,8,Yes,1.0,Yes,Low,No
47,Female,104094.0,Suburban,49.5,2,Sedan,5,9,Yes,5.0,Yes,Low,No
41,Male,68262.0,Urban,45.4,2,SUV,10,6,No,2.0,Yes,Medium,No
55,Male,148753.0,Rural,37.6,1,Hatchback,1,1,Yes,5.0,Yes,Low,Yes
61,Female,62171.0,Urban,32.4,2,Sedan,3,4,Yes,5.0,Yes,Low,No
58,Female,132261.0,Urban,48.3,3,Sedan,14,7,No,4.0,No,Low,No
61,Female,42819.0,Rural,29.4,3,SUV,2,0,Yes,1.0,Yes,Low,No
34,Female,100381.0,Rural,5.0,1,Sedan,1,0,Yes,3.0,No,Low,No
40,Male,80414.0,Urban,39.2,2,Sedan,11,10,Yes,3.0,Yes,Low,No
61,Male,124928.0,Urban,7.4,1,SUV,6,3,Yes,3.0,No,Low,No
26,Female,107319.0,Suburban,55.0,1,Sedan,0,5,Yes,5.0,Yes,Low,Yes
62,Male,89060.0,Urban,27.1,1,Sedan,6,8,Yes,2.0,No,Low,No
66,Male,110835.0,Suburban,46.4,2,SUV,4,6,Yes,1.0,Yes,Low,No
61,Female,115686.0,Rural,29.4,1,Hatchback,2,0,Yes,5.0,No,Low,No
42,Male,53552.0,Urban,58.5,1,Sedan,4,9,Yes,2.0,No,Low,No
53,Male,92556.0,Rural,21.8,4,Sedan,2,1,Yes,3.0,Yes,Low,No
45,Male,91306.0,Suburban,82.8,1,Sedan,1,5,Yes,4.0,Yes,Low,Yes
47,Male,121144.0,Urban,56.7,2,Sedan,2,13,No,5.0,No,Medium,No
64,Male,71224.0,Suburban,26.5,2,Sedan,0,6,Yes,3.0,Yes,Low,No
61,Female,131976.0,Urban,67.1,2,SUV,13,3,No,2.0,No,Medium,No
38,Female,134308.0,Urban,20.6,3,Hatchback,13,10,No,2.0,No,Low,No
50,Male,73055.0,Urban,20.8,2,Sedan,5,3,No,5.0,Yes,Medium,No
32,Male,110918.0,Urban,10.1,4,SUV,6,14,No,5.0,Yes,Low,Yes
58,Female,51710.0,Rural,79.3,4,SUV,2,1,Yes,4.0,No,Medium,No
32,Other,92123.0,Urban,45.0,1,SUV,6,10,No,3.0,No,Low,No
29,Female,78740.0,Rural,87.5,3,Truck,0,2,Yes,4.0,Yes,Medium,No
62,Female,84605.0,Urban,5.0,1,Sedan,13,4,No,2.0,Yes,Low,No
41,Female,118368.0,Urban,22.1,3,SUV,2,19,No,3.0,No,Low,No
35,Male,77390.0,Suburban,5.0,1,SUV,6,3,No,4.0,Yes,Low,Yes
49,Female,126334.0,Rural,7.7,3,Sedan,0,3,Yes,3.0,No,Low,No
41,Male,30000.0,Suburban,5.0,1,SUV,4,8,Yes,1.0,Yes,Low,No
49,Female,77005.0,Urban,5.0,1,Sedan,2,10,Yes,5.0,Yes,Low,Yes
48,Female,154119.0,Urban,11.9,2,Hatchback,14,7,Yes,2.0,Yes,Low,No
40,Female,76454.0,Urban,46.3,1,Hatchback,5,8,Yes,2.0,No,Low,No
38,Male,127193.0,Suburban,56.6,2,Sedan,0,3,Yes,4.0,Yes,Low,No
31,Female,147894.0,Rural,78.5,2,Truck,2,1,Yes,1.0,No,Low,No
55,Female,100276.0,Suburban,5.0,4,Hatchback,6,3,Yes,1.0,Yes,Low,No
29,Female,69859.0,Suburban,16.7,1,Sedan,7,7,No,2.0,Yes,High,No
56,Female,98795.0,Rural,5.0,2,Sedan,0,1,Yes,4.0,No,Low,No
37,Male,74690.0,Urban,60.6,1,SUV,4,11,Yes,5.0,Yes,Low,Yes
56,Male,64696.0,Suburban,38.8,2,SUV,5,1,Yes,3.0,Yes,Low,No
29,Male,91613.0,Urban,29.5,2,SUV,6,15,Yes,2.0,Yes,Low,No
29,Female,63820.0,Suburban,20.7,2,Truck,2,7,No,4.0,Yes,Low,No
66,Female,101197.0,Suburban,12.0,2,Sedan,7,8,Yes,2.0,Yes,Low,No
58,Female,30000.0,Urban,51.2,2,SUV,7,15,No,1.0,Yes,Low,No
30,Female,92109.0,Suburban,28.2,2,Sedan,5,9,Yes,5.0,Yes,Low,Yes
31,Male,68480.0,Rural,35.7,2,Sedan,2,2,Yes,1.0,No,Low,No
48,Female,37056.0,Urban,23.8,1,Sedan,2,18,No,1.0,Yes,Low,No
27,Male,46609.0,Suburban,47.6,1,SUV,7,8,Yes,1.0,Yes,Low,No
50,Female,50736.0,Urban,5.0,1,Sedan,11,15,Yes,2.0,Yes,Low,No
60,Male,84173.0,Suburban,45.9,2,Sedan,5,9,Yes,2.0,Yes,Low,No
35,Female,64180.0,Suburban,82.4,2,Truck,1,5,Yes,5.0,Yes,Low,Yes
44,Female,107381.0,Urban,62.6,2,Sedan,3,15,No,1.0,Yes,Medium,No
68,Female,90673.0,Urban,41.1,2,SUV,10,10,No,3.0,Yes,Low,No
55,Female,56809.0,Urban,86.6,1,Sedan,9,14,Yes,1.0,No,Low,No
69,Male,30000.0,Urban,49.0,1,Hatchback,11,4,Yes,1.0,No,Low,No
27,Male,148068.0,Rural,63.3,1,Hatchback,0,0,Yes,3.0,Yes,Low,No
51,Female,30000.0,Urban,5.0,2,Sedan,12,8,Yes,2.0,Yes,Low,No
60,Male,47630.0,Urban,46.5,2,Sedan,3,16,No,5.0,No,Low,No
42,Female,75092.0,Urban,48.9,2,Sedan,10,19,Yes,5.0,Yes,Low,Yes
36,Female,104763.0,Suburban,87.0,1,Hatchback,3,7,Yes,2.0,No,Low,No
31,Female,138028.0,Suburban,37.2,2,SUV,3,7,Yes,2.0,No,Low,No
61,Female,86429.0,Urban,14.4,2,Sedan,10,5,No,1.0,Yes,Low,No
34,Male,52736.0,Urban,44.5,4,SUV,10,14,No,1.0,Yes,Low,No
67,Male,73415.0,Rural,31.9,2,Sedan,2,0,Yes,4.0,Yes,Low,Yes
44,Male,113642.0,Suburban,36.4,2,Truck,0,6,Yes,5.0,No,Low,No
56,Male,107375.0,Urban,15.3,2,Hatchback,2,7,Yes,3.0,Yes,Low,No
47,Male,96607.0,Suburban,68.5,2,Sedan,4,8,Yes,2.0,Yes,Low,No
52,Female,64896.0,Suburban,40.0,2,Hatchback,1,8,Yes,4.0,Yes,Low,Yes
64,Other,100980.0,Urban,36.8,1,SUV,8,13,Yes,5.0,Yes,Low,No
58,Male,30000.0,Urban,58.2,2,Sedan,13,5,Yes,3.0,No,Low,No
41,Male,96782.0,Suburban,45.9,1,Truck,3,5,Yes,5.0,Yes,Low,Yes
45,Female,117759.0,Urban,64.6,2,SUV,7,11,No,1.0,No,High,No
51,Male,150777.0,Rural,27.4,4,SUV,2,2,Yes,1.0,Yes,Low,No
44,Female,64247.0,Urban,83.1,2,SUV,5,10,No,4.0,No,Medium,No
52,Male,85677.0,Rural,5.0,1,Hatchback,2,2,Yes,1.0,No,Low,No
29,Female,30000.0,Suburban,53.3,1,SUV,1,4,Yes,4.0,Yes,Low,No
39,Female,139780.0,Urban,29.2,1,SUV,8,16,Yes,5.0,Yes,Low,Yes
45,Male,84493.0,Urban,5.0,2,Truck,9,16,Yes,2.0,No,Low,No
43,Female,131589.0,Suburban,45.3,1,Sedan,0,1,No,1.0,No,Medium,No
61,Male,129971.0,Urban,41.05,2,SUV,6,14,Yes,2.0,Yes,Low,No
26,Female,30000.0,Urban,21.7,2,Sedan,4,10,No,4.0,No,Low,No
40,Male,90584.0,Urban,49.0,2,SUV,11,7,No,5.0,Yes,High,No
45,Male,30000.0,Urban,80.2,1,Sedan,11,12,No,2.0,No,Medium,No
32,Male,100435.0,Urban,7.4,2,SUV,6,13,No,3.0,No,Low,No
66,Female,30000.0,Suburban,28.4,1,Hatchback,0,9,Yes,5.0,Yes,Low,Yes
47,Female,58903.0,Urban,72.0,4,Sedan,13,8,Yes,3.0,Yes,Low,Yes
67,Male,118280.0,Urban,58.3,3,Hatchback,10,4,No,2.0,No,Medium,No
25,Female,60420.0,Suburban,48.4,1,Sedan,6,5,Yes,4.0,No,Low,No
60,Male,120890.0,Suburban,47.9,2,Hatchback,6,3,Yes,3.0,No,Low,No
52,Male,38209.0,Urban,70.6,1,Hatchback,4,8,No,5.0,Yes,Medium,No
42,Male,107755.0,Suburban,31.6,2,Sedan,0,9,Yes,4.0,No,Low,No
48,Female,89484.0,Urban,5.0,2,Truck,11,12,Yes,2.0,Yes,Low,No
33,Male,115976.0,Urban,22.9,1,SUV,3,11,Yes,5.0,No,Low,No
67,Female,95950.0,Urban,38.95,2,SUV,9,10,No,2.0,Yes,Low,No
59,Male,118460.0,Rural,33.9,2,Truck,1,1,Yes,4.0,No,Low,No
62,Male,70126.0,Suburban,43.4,1,Sedan,2,3,Yes,4.0,No,Low,No
32,Female,90238.0,Urban,60.3,2,Truck,3,13,No,1.0,Yes,Medium,No
35,Male,130776.0,Suburban,68.0,2,SUV,1,5,Yes,4.0,Yes,Low,Yes
25,Male,38262.0,Rural,71.2,2,Sedan,0,0,Yes,1.0,Yes,Low,No
50,Female,122977.0,Suburban,73.0,1,SUV,6,3,Yes,4.0,Yes,Low,Yes
47,Male,88861.0,Suburban,26.2,3,Sedan,0,3,Yes,1.0,Yes,Low,No
63,Male,107977.0,Rural,47.0,3,Sedan,2,2,Yes,3.0,No,Low,No
26,Female,57927.0,Suburban,32.2,2,Sedan,0,7,Yes,2.0,Yes,Low,No
47,Female,53131.0,Urban,64.8,2,Hatchback,4,3,No,2.0,Yes,Medium,No
54,Male,69166.0,Urban,71.1,1,SUV,7,11,No,3.0,No,Low,No
64,Male,87702.0,Suburban,44.0,3,Sedan,5,4,Yes,2.0,No,Low,No
28,Male,30000.0,Urban,42.6,3,SUV,13,15,No,3.0,No,Low,No
54,Male,61933.0,Suburban,5.7,1,Hatchback,6,5,No,2.0,Yes,Low,No
53,Male,51008.0,Suburban,48.4,3,SUV,1,3,No,4.0,Yes,Medium,No
65,Female,75871.0,Urban,42.4,3,SUV,11,14,Yes,3.0,Yes,Low,No
64,Female,80135.0,Suburban,20.9,1,SUV,0,1,Yes,5.0,No,Low,No
42,Female,34388.0,Urban,31.8,3,SUV,5,16,No,4.0,Yes,Low,Yes
31,Male,83280.0,Urban,78.2,2,SUV,12,3,No,1.0,Yes,Medium,No
56,Female,73556.0,Suburban,76.8,1,Sedan,5,4,No,1.0,No,Medium,No
32,Female,67866.0,Rural,5.0,2,SUV,2,1,Yes,1.0,Yes,Low,No
63,Male,57855.0,Urban,67.0,1,SUV,8,9,Yes,3.0,Yes,Low,No
27,Female,86090.0,Suburban,31.0,4,Sedan,2,6,No,1.0,No,Low,No
57,Male,92366.0,Suburban,56.0,1,Hatchback,2,9,Yes,3.0,Yes,Low,Yes
39,Male,49160.0,Suburban,65.9,2,Truck,1,3,Yes,5.0,No,Low,No
69,Male,40955.0,Urban,23.5,1,Hatchback,3,16,Yes,3.0,Yes,Low,No
